timeStamp,sessionId,participantId,action,actor,x,y,z,target
2018-04-04 11:05:53.421 +03:00,34547,C BOT,EnterTP,C,-1.2,1.1,0.8,
2018-04-04 11:05:53.453 +03:00,34547,D BOT,Saved,D,-8.8,0.6,-10.5,C
2018-04-04 11:05:53.660 +03:00,53049,B,EnterTP,B,-1.3,1.1,-0.3,
2018-04-04 11:05:53.689 +03:00,34547,C BOT,Saved,C,-1.7,1.1,0.8,C
2018-04-04 11:05:53.744 +03:00,34547,C BOT,exitTP,C,-8.8,0.6,-10.5,
2018-04-04 11:05:53.824 +03:00,34547,A,moved,A,6.4,-0.4,3.8,
2018-04-04 11:05:54.047 +03:00,55111, ,BeginRound5,,,,,
2018-04-04 11:05:54.292 +03:00,34547,A,moved,A,6,0.5,2.3,
2018-04-04 11:05:54.526 +03:00,34547,A,moved,A,6,0.5,2,
2018-04-04 11:05:54.589 +03:00,34547,A,moved,A,6,0.5,2,
2018-04-04 11:05:54.758 +03:00,34547,A,EnterTP,A,2.3,1.1,-0.5,
2018-04-04 11:05:54.840 +03:00,34547,A,moved,A,6.2,0.5,1.4,
2018-04-04 11:05:54.986 +03:00,55111,A BOT,Activated,A,-4.5,1.1,3.1,
2018-04-04 11:05:54.992 +03:00,55111,A BOT,EnterTP,A,-4.5,1.1,3.2,
2018-04-04 11:05:54.994 +03:00,55111,A BOT,Activated,A,-4.5,1.1,3.1,
2018-04-04 11:05:55.016 +03:00,32801,B,moved,B,5.1,0.5,0.5,
2018-04-04 11:05:55.195 +03:00,59297,C BOT,Activated,C,-4.2,1.1,0.4,
2018-04-04 11:05:55.241 +03:00,55111,B BOT,EnterTP,B,5.3,1.1,-2.6,
2018-04-04 11:05:55.384 +03:00,55111,B BOT,exitTP,B,-15.3,0.6,-5,
2018-04-04 11:05:55.386 +03:00,55111,B BOT,TakeOff,B,5.3,1.1,-2.1,
2018-04-04 11:05:55.460 +03:00,32801,B,moved,B,5.4,0.5,0.2,
2018-04-04 11:05:55.605 +03:00,32801,B,EnterTP,B,2.3,1.1,0.5,
2018-04-04 11:05:55.783 +03:00,34547,A,moved,A,6.2,0.5,1.4,
2018-04-04 11:05:56.085 +03:00,38627,A,moved,A,4.8,0.5,-0.4,
2018-04-04 11:05:56.126 +03:00,32801,B,moved,B,5.4,0.5,0.3,
2018-04-04 11:05:56.519 +03:00,32801,B,moved,B,5.6,0.5,0.1,
2018-04-04 11:05:56.656 +03:00,34547,A,Activated,A,4.9,1.1,0.8,
2018-04-04 11:05:56.660 +03:00,34547,A,Activated,A,4.9,1.1,0.8,
2018-04-04 11:05:56.788 +03:00,53049,C BOT,exitTP,C,2.2,1.1,0.5,
2018-04-04 11:05:56.998 +03:00,38627,D BOT,EnterTP,D,-2,1.1,3.3,
2018-04-04 11:05:57.097 +03:00,32801,D BOT,EnterTP,D,2.3,1.1,-1.8,
2018-04-04 11:05:57.239 +03:00,34547,A,moved,A,1,-0.4,1.5,
2018-04-04 11:05:57.283 +03:00,59297,B BOT,exitTP,B,2.2,1.1,0.4,
2018-04-04 11:05:57.335 +03:00,38627,D BOT,exitTP,D,-1.5,1.1,3.1,
2018-04-04 11:05:57.372 +03:00,53049,D BOT,EnterTP,D,-4.1,1.1,-2.6,
2018-04-04 11:05:57.382 +03:00,53049,D BOT,exitTP,D,-4.1,1.1,-2.7,
2018-04-04 11:05:57.446 +03:00,53049,D BOT,EnterTP,D,-4.1,1.1,-2.6,
2018-04-04 11:05:57.499 +03:00,34547,A,moved,A,1,-0.4,1.5,
2018-04-04 11:05:57.590 +03:00,53049,D BOT,Activated,D,-4.1,1.1,-2.5,
2018-04-04 11:05:57.591 +03:00,53049,D BOT,Activated,D,-4.1,1.1,-2.5,
2018-04-04 11:05:57.597 +03:00,32801,D BOT,Activated,D,3,1.1,-1.3,
2018-04-04 11:05:57.601 +03:00,32801,D BOT,Activated,D,3,1.1,-1.3,
2018-04-04 11:05:57.909 +03:00,55111,A BOT,exitTP,A,-1.2,1.1,1.5,
2018-04-04 11:05:58.256 +03:00,32801,C BOT,exitTP,C,-1.2,1.1,-0.6,
2018-04-04 11:05:58.555 +03:00,32801,C BOT,TakeOff,C,-1.6,1.1,-0.5,
2018-04-04 11:05:58.625 +03:00,32801,C BOT,exitTP,C,-15.3,0.6,-5,
2018-04-04 11:05:58.648 +03:00,32801,C BOT,EnterTP,C,-1.3,1.1,-0.6,
2018-04-04 11:05:59.101 +03:00,32801,D BOT,exitTP,D,2.2,1.1,-0.6,
2018-04-04 11:05:59.141 +03:00,53049,C BOT,EnterTP,C,-1.2,1.1,0.4,
2018-04-04 11:05:59.162 +03:00,53049,C BOT,exitTP,C,-1.2,1.1,0.4,
2018-04-04 11:05:59.192 +03:00,53049,C BOT,EnterTP,C,-1.2,1.1,0.4,
2018-04-04 11:05:59.205 +03:00,53049,C BOT,exitTP,C,-1.2,1.1,0.4,
2018-04-04 11:05:59.284 +03:00,53049,C BOT,EnterTP,C,-1.2,1.1,0.4,
2018-04-04 11:05:59.494 +03:00,53049,C BOT,Kick,C,-1.5,1.1,0.4,B
2018-04-04 11:05:59.633 +03:00,59297,B BOT,EnterTP,B,-1.3,1.1,0.4,
2018-04-04 11:05:59.824 +03:00,34547,A,exitTP,A,2.2,1.1,1.4,
2018-04-04 11:05:59.950 +03:00,34547,A,moved,A,-2,-0.4,-0.1,
2018-04-04 11:06:00.085 +03:00,53049,B,exitTP,B,-7.7,1.1,1.9,
2018-04-04 11:06:00.160 +03:00,34547,A,moved,A,-2.7,0.5,-1.1,
2018-04-04 11:06:00.180 +03:00,55111,C,moved,C,-4.7,0.5,-0.9,
2018-04-04 11:06:00.184 +03:00,34547,A,moved,A,-2.7,0.5,-1.1,
2018-04-04 11:06:00.189 +03:00,59297,C BOT,Activated,C,-4.3,1.1,0.3,
2018-04-04 11:06:00.244 +03:00,55111,A BOT,EnterTP,A,2.3,1.1,0.9,
2018-04-04 11:06:00.279 +03:00,38627,D BOT,EnterTP,D,2.3,1.1,0.7,
2018-04-04 11:06:00.450 +03:00,55111,C,moved,C,-1,-0.4,1.1,
2018-04-04 11:06:00.565 +03:00,55111,A BOT,Saved,A,2.9,1.1,0.8,A
2018-04-04 11:06:00.565 +03:00,55111,B BOT,Saved,B,-8.8,0.6,-10.5,A
2018-04-04 11:06:00.651 +03:00,55111,C,moved,C,-0.7,-0.4,0.8,
2018-04-04 11:06:00.656 +03:00,55111,A BOT,exitTP,A,-8.8,0.6,-10.5,
2018-04-04 11:06:00.778 +03:00,34547, ,spawnedTo,C,-4.6,0.5,4.4,
2018-04-04 11:06:00.780 +03:00,34547, ,spawnedTo,D,5.3,0.5,-4.2,
2018-04-04 11:06:00.783 +03:00,34547, ,spawnedTo,A,-5.3,0.5,-3.8,
2018-04-04 11:06:00.784 +03:00,34547, ,EndRound4,,,,,
2018-04-04 11:06:01.323 +03:00,55111,C,EnterTP,C,-4.4,1.1,-2.6,
2018-04-04 11:06:01.413 +03:00,53049,C BOT,exitTP,C,-1.2,1.1,0.3,
2018-04-04 11:06:01.622 +03:00,55111,C,moved,C,-3.8,0.5,0.8,
2018-04-04 11:06:01.645 +03:00,55111,C,moved,C,-4.7,0.5,0.4,
2018-04-04 11:06:01.662 +03:00,32801,D BOT,EnterTP,D,-1.2,1.1,-0.1,
2018-04-04 11:06:01.832 +03:00,53049,B,moved,B,-5.6,-0.4,5.3,
2018-04-04 11:06:02.019 +03:00,32801,B,Activated,B,5.6,1.1,0.1,
2018-04-04 11:06:02.021 +03:00,32801,B,Activated,B,5.6,1.1,0.1,
2018-04-04 11:06:02.451 +03:00,32801,D BOT,Saved,D,-2.6,1.1,0.1,D
2018-04-04 11:06:02.453 +03:00,32801,C BOT,Saved,C,-8.8,0.6,-10.5,D
2018-04-04 11:06:02.458 +03:00,32801,D BOT,exitTP,D,-8.8,0.6,-10.5,
2018-04-04 11:06:02.581 +03:00,32801,B,Activated,B,5.6,1.1,0.1,
2018-04-04 11:06:02.584 +03:00,32801,B,Deactivated,B,5.6,1.1,0.1,
2018-04-04 11:06:02.588 +03:00,55111,C,Activated,C,-4.3,1.1,-0.7,
2018-04-04 11:06:02.593 +03:00,55111,C,Activated,C,-4.3,1.1,-0.7,
2018-04-04 11:06:02.913 +03:00,53049,D BOT,exitTP,D,-1.2,1.1,-1.4,
2018-04-04 11:06:03.145 +03:00,38627,C BOT,exitTP,C,2.2,1.1,1.3,
2018-04-04 11:06:03.175 +03:00,55111,C,Deactivated,C,-4.6,1.1,0,
2018-04-04 11:06:03.179 +03:00,55111,C,Activated,C,-4.6,1.1,0,
2018-04-04 11:06:03.482 +03:00,53049,B,moved,B,-1.6,-0.4,6.6,
2018-04-04 11:06:03.489 +03:00,55111,C,moved,C,4.6,0.5,1.2,
2018-04-04 11:06:03.661 +03:00,34547, ,BeginRound5,,,,,
2018-04-04 11:06:03.869 +03:00,34547,D BOT,EnterTP,D,3.5,1.1,-2.6,
2018-04-04 11:06:03.908 +03:00,55111,C,moved,C,5.5,0.5,0.2,
2018-04-04 11:06:04.149 +03:00,55111,C,moved,C,5.6,0.5,0.2,
2018-04-04 11:06:04.636 +03:00,53049,C BOT,Kick,C,-0.7,1.1,1.2,D
2018-04-04 11:06:04.774 +03:00,53049,D BOT,EnterTP,D,2.3,1.1,-1.2,
2018-04-04 11:06:04.775 +03:00,38627,D BOT,Kick,D,3.2,1.1,-1.5,A
2018-04-04 11:06:04.841 +03:00,34547,A,moved,A,1.9,-0.4,1.6,
2018-04-04 11:06:04.862 +03:00,55111,C,Activated,C,-2.7,1.1,0.3,
2018-04-04 11:06:04.869 +03:00,55111,C,Activated,C,-2.7,1.1,0.3,
2018-04-04 11:06:04.976 +03:00,34547,A,moved,A,4.9,0.5,2,
2018-04-04 11:06:05.058 +03:00,53049,D BOT,exitTP,D,5.8,1.1,-2.9,
2018-04-04 11:06:05.109 +03:00,34547,A,moved,A,4.5,0.5,1.5,
2018-04-04 11:06:05.240 +03:00,34547,D BOT,exitTP,D,2.2,1.1,-1,
2018-04-04 11:06:05.247 +03:00,59297,C BOT,Activated,C,-4.2,1.1,0.4,
2018-04-04 11:06:05.806 +03:00,34547,D BOT,Kick,D,1.7,1.1,-0.3,C
2018-04-04 11:06:05.931 +03:00,55111,C,moved,C,5.4,0.5,0.2,
2018-04-04 11:06:05.980 +03:00,55111,C,exitTP,C,-1.1,1.1,0.3,
2018-04-04 11:06:06.301 +03:00,38627,A,exitTP,A,7.5,1.1,3.3,
2018-04-04 11:06:06.445 +03:00,34547,A,moved,A,2,-0.4,4.4,
2018-04-04 11:06:06.524 +03:00,34547,A,EnterTP,A,-3.2,1.1,-2.6,
2018-04-04 11:06:06.560 +03:00,53049,B,moved,B,-0.2,-0.4,5.7,
2018-04-04 11:06:06.660 +03:00,34547,A,moved,A,2,-0.4,1.7,
2018-04-04 11:06:06.944 +03:00,34547,A,moved,A,2.5,-0.4,2,
2018-04-04 11:06:07.017 +03:00,38627,C BOT,EnterTP,C,-1.2,1.1,0.7,
2018-04-04 11:06:07.444 +03:00,34547,A,Kick,A,-2.1,1.1,-1.6,D
2018-04-04 11:06:07.483 +03:00,53049,B,moved,B,4.7,0.5,-0.2,
2018-04-04 11:06:07.537 +03:00,55111, ,spawnedTo,B,-5.3,0.5,-3.8,
2018-04-04 11:06:07.539 +03:00,55111, ,spawnedTo,A,5.3,0.5,-4.2,
2018-04-04 11:06:07.543 +03:00,55111, ,spawnedTo,C,6.1,0.5,5,
2018-04-04 11:06:07.543 +03:00,55111, ,EndRound5,,,,,
2018-04-04 11:06:07.646 +03:00,34547,D BOT,EnterTP,D,3.2,1.1,0.9,
2018-04-04 11:06:07.664 +03:00,34547,A,moved,A,1.8,-0.4,0.7,
2018-04-04 11:06:07.944 +03:00,32801,B,Activated,B,5.6,1.1,0.1,
2018-04-04 11:06:07.948 +03:00,32801,B,Activated,B,5.6,1.1,0.1,
2018-04-04 11:06:08.071 +03:00,34547,A,moved,A,1.6,-0.4,0.7,
2018-04-04 11:06:08.217 +03:00,34547,D BOT,exitTP,D,7.5,1.1,3.5,
2018-04-04 11:06:08.290 +03:00,34547,A,exitTP,A,-1.2,1.1,-1,
2018-04-04 11:06:08.356 +03:00,34547,A,moved,A,-3,0.5,-0.4,
2018-04-04 11:06:08.774 +03:00,34547,A,moved,A,-3.9,0.5,-0.3,
2018-04-04 11:06:08.919 +03:00,34547,A,moved,A,5.2,0.5,0.4,
2018-04-04 11:06:09.118 +03:00,34547,A,EnterTP,A,-1.3,1.1,-0.6,
2018-04-04 11:06:09.188 +03:00,34547,A,moved,A,5.6,0.5,0.2,
2018-04-04 11:06:09.214 +03:00,38627,A,moved,A,6.2,-0.4,3.9,
2018-04-04 11:06:09.218 +03:00,38627,A,moved,A,6.2,-0.4,3.9,
2018-04-04 11:06:09.220 +03:00,38627,A,moved,A,6.2,-0.4,3.9,
2018-04-04 11:06:09.226 +03:00,38627,A,moved,A,6.2,-0.4,3.9,
2018-04-04 11:06:09.229 +03:00,32801,B,moved,B,-4.3,0.5,0.2,
2018-04-04 11:06:09.330 +03:00,34547,A,exitTP,A,-1.2,1.1,-0.5,
2018-04-04 11:06:09.388 +03:00,34547,A,moved,A,6,0.5,0.5,
2018-04-04 11:06:09.404 +03:00,32801,B,exitTP,B,5.3,0.5,-4.2,
2018-04-04 11:06:09.470 +03:00,32801, ,spawnedTo,D,6.1,0.5,5,
2018-04-04 11:06:09.471 +03:00,32801, ,spawnedTo,B,5.3,0.5,-4.2,
2018-04-04 11:06:09.472 +03:00,32801, ,EndRound3,,,,,
2018-04-04 11:06:09.474 +03:00,32801, ,spawnedTo,C,-4.6,0.5,4.4,
2018-04-04 11:06:09.614 +03:00,38627,A,moved,A,5.6,0.5,0.1,
2018-04-04 11:06:09.622 +03:00,53049,C BOT,Kick,C,-0.8,1.1,1.2,B
2018-04-04 11:06:09.711 +03:00,53049,B,moved,B,5.7,0.5,0.7,
2018-04-04 11:06:09.731 +03:00,34547,A,moved,A,6,0.5,0.4,
2018-04-04 11:06:09.782 +03:00,55111,C,moved,C,5.8,0.5,-0.9,
2018-04-04 11:06:09.818 +03:00,38627,A,moved,A,5.3,0.5,0.2,
2018-04-04 11:06:09.850 +03:00,53049,B,EnterTP,B,3,1.1,2.2,
2018-04-04 11:06:09.875 +03:00,53049,B,moved,B,5.7,0.5,0.7,
2018-04-04 11:06:09.880 +03:00,38627,A,moved,A,5.3,0.5,0.2,
2018-04-04 11:06:09.928 +03:00,34547,D BOT,EnterTP,D,6.6,1.1,3.3,
2018-04-04 11:06:09.991 +03:00,34547,A,moved,A,6,0.5,0.4,
2018-04-04 11:06:10.091 +03:00,38627,A,EnterTP,A,6.7,1.1,3.3,
2018-04-04 11:06:10.106 +03:00,38627,A,moved,A,5.3,0.5,0.2,
2018-04-04 11:06:10.195 +03:00,34547,A,moved,A,6,0.5,0.4,
2018-04-04 11:06:10.554 +03:00,55111, ,BeginRound6,,,,,
2018-04-04 11:06:10.762 +03:00,38627,A,moved,A,5.3,0.5,0.2,
2018-04-04 11:06:10.980 +03:00,34547,C BOT,EnterTP,C,-4.1,1.1,3.3,
2018-04-04 11:06:11.028 +03:00,55111,C,EnterTP,C,6,1.1,3.3,
2018-04-04 11:06:11.056 +03:00,59297,B BOT,exitTP,B,-1.1,1.1,0.3,
2018-04-04 11:06:11.057 +03:00,34547,A,moved,A,6.1,0.5,0.6,
2018-04-04 11:06:11.058 +03:00,34547,C BOT,Activated,C,-4.1,1.1,3.1,
2018-04-04 11:06:11.062 +03:00,34547,C BOT,Activated,C,-4.1,1.1,3.2,
2018-04-04 11:06:11.202 +03:00,34547,A,moved,A,6.1,0.5,0.6,
2018-04-04 11:06:11.227 +03:00,53049,D BOT,EnterTP,D,5,1.1,-2.6,
2018-04-04 11:06:11.406 +03:00,55111,B BOT,EnterTP,B,-5,1.1,-2.6,
2018-04-04 11:06:11.510 +03:00,38627,A,moved,A,5.2,0.5,0.3,
2018-04-04 11:06:11.549 +03:00,34547,A,moved,A,6.1,0.5,0.6,
2018-04-04 11:06:11.577 +03:00,55111,C,moved,C,-0.8,-0.4,1.8,
2018-04-04 11:06:11.615 +03:00,55111,B BOT,Activated,B,-4.9,1.1,-2.2,
2018-04-04 11:06:11.619 +03:00,34547,D BOT,TakeOff,D,4.3,1.1,2.7,
2018-04-04 11:06:11.629 +03:00,55111,B BOT,Activated,B,-4.9,1.1,-2.3,
2018-04-04 11:06:11.645 +03:00,38627,A,moved,A,4.9,0.5,0,
2018-04-04 11:06:11.687 +03:00,34547,D BOT,exitTP,D,-15.3,0.6,-5,
2018-04-04 11:06:11.706 +03:00,34547,A,EnterTP,A,2.3,1.1,0,
2018-04-04 11:06:11.957 +03:00,53049,B,Activated,B,5.7,1.1,0.7,
2018-04-04 11:06:11.958 +03:00,53049,B,Activated,B,5.7,1.1,0.7,
2018-04-04 11:06:12.061 +03:00,38627,C BOT,exitTP,C,-1.1,1.1,0.4,
2018-04-04 11:06:12.521 +03:00,32801, ,BeginRound4,,,,,
2018-04-04 11:06:12.529 +03:00,59297,C BOT,exitTP,C,-1.2,1.1,0.4,
2018-04-04 11:06:12.589 +03:00,32801,C BOT,Saved,C,-8.8,0.6,-10.5,D
2018-04-04 11:06:12.593 +03:00,32801,D BOT,Saved,D,6.1,1.1,5,D
2018-04-04 11:06:12.712 +03:00,55111,C,Activated,C,4.6,1.1,2,
2018-04-04 11:06:12.713 +03:00,55111,C,Activated,C,4.6,1.1,2,
2018-04-04 11:06:12.912 +03:00,34547,A,TakeOff,A,4,1.1,0.2,
2018-04-04 11:06:12.951 +03:00,34547,A,exitTP,A,-15.4,0.6,-4.8,
2018-04-04 11:06:12.974 +03:00,53049,C BOT,EnterTP,C,-1.2,1.1,1.1,
2018-04-04 11:06:13.060 +03:00,59297,B BOT,EnterTP,B,2.3,1.1,0.3,
2018-04-04 11:06:13.086 +03:00,55111,C,moved,C,3.3,-0.4,-2.1,
2018-04-04 11:06:13.125 +03:00,53049,C BOT,TakeOff,C,-1.5,1.1,1,
2018-04-04 11:06:13.135 +03:00,59297,B BOT,Activated,B,2.5,1.1,0.3,
2018-04-04 11:06:13.211 +03:00,53049,C BOT,exitTP,C,-15.3,0.6,-5,
2018-04-04 11:06:13.216 +03:00,53049,D BOT,exitTP,D,2.2,1.1,-1.7,
2018-04-04 11:06:13.312 +03:00,55111,C,moved,C,4.8,-0.4,-2.5,
2018-04-04 11:06:13.326 +03:00,55111,B BOT,Activated,B,-4.3,1.1,0,
2018-04-04 11:06:13.333 +03:00,55111,B BOT,Deactivated,B,-4.3,1.1,0,
2018-04-04 11:06:13.413 +03:00,55111,C,moved,C,6,0.5,-1.4,
2018-04-04 11:06:13.723 +03:00,32801,B,moved,B,-1.9,-0.4,-1.1,
2018-04-04 11:06:13.767 +03:00,55111,C,moved,C,6.2,0.5,-1.1,
2018-04-04 11:06:13.861 +03:00,34547,C BOT,exitTP,C,-1.2,1.1,1.5,
2018-04-04 11:06:14.179 +03:00,32801,B,moved,B,-5.1,0.5,2.3,
2018-04-04 11:06:14.421 +03:00,38627,C BOT,EnterTP,C,2.3,1.1,0.5,
2018-04-04 11:06:14.517 +03:00,55111,C,moved,C,5.7,0.5,-1.1,
2018-04-04 11:06:14.714 +03:00,38627,A,Kick,A,4.9,1.1,0,C
2018-04-04 11:06:14.778 +03:00,32801,B,moved,B,-5.4,0.5,1.1,
2018-04-04 11:06:14.825 +03:00,59297,C BOT,EnterTP,C,2.3,1.1,0.4,
2018-04-04 11:06:14.857 +03:00,38627,C BOT,exitTP,C,1.8,1.1,-0.1,
2018-04-04 11:06:14.866 +03:00,38627,C BOT,Kick,C,1.1,1.1,-0.7,A
2018-04-04 11:06:15.118 +03:00,32801,B,moved,B,1.5,-0.4,1.2,
2018-04-04 11:06:15.243 +03:00,53049,B,moved,B,5,0.5,-0.3,
2018-04-04 11:06:15.296 +03:00,55111,C,moved,C,3.3,0.5,-0.9,
2018-04-04 11:06:15.437 +03:00,32801,B,moved,B,4.2,0.5,0.5,
2018-04-04 11:06:15.448 +03:00,55111,A BOT,EnterTP,A,-1.2,1.1,-1.1,
2018-04-04 11:06:15.510 +03:00,38627,A,exitTP,A,7.2,1.1,-2.7,
2018-04-04 11:06:15.651 +03:00,53049,D BOT,EnterTP,D,-1.3,1.1,-0.6,
2018-04-04 11:06:15.723 +03:00,32801,B,EnterTP,B,3.4,1.1,-2.6,
2018-04-04 11:06:15.835 +03:00,38627,D BOT,exitTP,D,2.2,1.1,-1.7,
2018-04-04 11:06:15.895 +03:00,38627,A,moved,A,4.9,0.5,0.5,
2018-04-04 11:06:15.912 +03:00,32801,B,moved,B,4.9,0.5,0.6,
2018-04-04 11:06:16.072 +03:00,55111,C,Deactivated,C,4.5,1.1,-0.8,
2018-04-04 11:06:16.075 +03:00,55111,C,Activated,C,4.5,1.1,-0.8,
2018-04-04 11:06:16.106 +03:00,34547,A,Saved,A,-14.4,1.7,-6.1,
2018-04-04 11:06:16.233 +03:00,38627,A,moved,A,5.2,0.5,0.2,
2018-04-04 11:06:16.314 +03:00,59297,D,Saved,D,-14.4,1.7,-6.1,
2018-04-04 11:06:16.317 +03:00,32801,B,moved,B,4.9,0.5,0.6,
2018-04-04 11:06:16.377 +03:00,38627,A,moved,A,5.2,0.5,0.2,
2018-04-04 11:06:16.379 +03:00,38627,A,moved,A,5.2,0.5,0.2,
2018-04-04 11:06:16.388 +03:00,59297,C BOT,exitTP,C,-8.8,0.6,-10.5,
2018-04-04 11:06:16.468 +03:00,55111,C,moved,C,1.9,-0.4,1.2,
2018-04-04 11:06:16.696 +03:00,55111,C,moved,C,1.1,-0.4,1.3,
2018-04-04 11:06:16.736 +03:00,55111,C,moved,C,0.4,-0.4,1.4,
2018-04-04 11:06:16.834 +03:00,38627,A,moved,A,5.2,0.5,0.2,
2018-04-04 11:06:17.317 +03:00,55111,C,moved,C,0.1,-0.4,1.3,
2018-04-04 11:06:17.328 +03:00,38627,A,EnterTP,A,6.8,1.1,-2.6,
2018-04-04 11:06:17.473 +03:00,38627,A,moved,A,5.1,0.5,0.3,
2018-04-04 11:06:17.925 +03:00,55111,C,exitTP,C,2.2,1.1,0.2,
2018-04-04 11:06:18.088 +03:00,59297,B BOT,exitTP,B,2.2,1.1,0.4,
2018-04-04 11:06:18.246 +03:00,38627,D BOT,EnterTP,D,-1.2,1.1,-0.6,
2018-04-04 11:06:18.311 +03:00,55111,B BOT,Kick,B,-4.7,1.1,0.6,A
2018-04-04 11:06:18.331 +03:00,32801,B,moved,B,5.3,0.5,-0.7,
2018-04-04 11:06:18.403 +03:00,55111,C,moved,C,-3.6,0.5,-1.4,
2018-04-04 11:06:18.544 +03:00,55111,A BOT,exitTP,A,-0.4,1.1,-1,
2018-04-04 11:06:18.845 +03:00,55111,A BOT,EnterTP,A,3.2,1.1,-2.5,
2018-04-04 11:06:18.918 +03:00,55111,A BOT,exitTP,A,4,1.1,-2.8,
2018-04-04 11:06:19.607 +03:00,38627,A,Activated,A,5.2,1.1,0.1,
2018-04-04 11:06:19.612 +03:00,38627,A,Activated,A,5.2,1.1,0.1,
2018-04-04 11:06:19.968 +03:00,34547, ,spawnedTo,C,5.3,0.5,-4.2,
2018-04-04 11:06:19.973 +03:00,34547, ,EndRound5,,,,,
2018-04-04 11:06:19.974 +03:00,34547, ,spawnedTo,D,-5.3,0.5,-3.8,
2018-04-04 11:06:19.978 +03:00,34547, ,spawnedTo,A,6.1,0.5,5,
2018-04-04 11:06:20.232 +03:00,38627,D BOT,exitTP,D,-15.3,0.6,-5,
2018-04-04 11:06:20.236 +03:00,38627,D BOT,TakeOff,D,-3.9,1.1,0.2,
2018-04-04 11:06:20.308 +03:00,59297,B BOT,Saved,B,-1.2,1.1,0.4,B
2018-04-04 11:06:20.313 +03:00,59297,C BOT,Saved,C,-8.8,0.6,-10.5,B
2018-04-04 11:06:20.554 +03:00,55111,C,EnterTP,C,-1.2,1.1,-0.4,
2018-04-04 11:06:20.619 +03:00,55111,C,Kick,C,-1.4,1.1,-0.5,B
2018-04-04 11:06:20.919 +03:00,55111,B BOT,exitTP,B,-7.7,1.1,-0.7,
2018-04-04 11:06:21.202 +03:00,55111,C,moved,C,-5.4,0.5,1.2,
2018-04-04 11:06:21.286 +03:00,34547,C BOT,EnterTP,C,5.3,1.1,-2.5,
2018-04-04 11:06:21.544 +03:00,55111,C,moved,C,-5.2,0.5,1.1,
2018-04-04 11:06:21.786 +03:00,34547,D BOT,THANK,D,5.3,1.1,-1.8,C
2018-04-04 11:06:22.208 +03:00,55111,C,Activated,C,-3.5,1.1,-0.1,
2018-04-04 11:06:22.211 +03:00,55111,C,Activated,C,-3.5,1.1,-0.1,
2018-04-04 11:06:22.231 +03:00,34547,D BOT,EnterTP,D,-2.4,1.1,-2.6,
2018-04-04 11:06:22.520 +03:00,38627,C BOT,EnterTP,C,-4.6,1.1,-2.6,
2018-04-04 11:06:22.797 +03:00,55111,C,moved,C,-5.2,-0.4,-2.1,
2018-04-04 11:06:22.962 +03:00,34547,D BOT,exitTP,D,-1.4,1.1,-2.2,
2018-04-04 11:06:22.989 +03:00,34547, ,BeginRound6,,,,,
2018-04-04 11:06:23.090 +03:00,55111,C,moved,C,-4.3,-0.4,-1.6,
2018-04-04 11:06:23.412 +03:00,59297, ,spawnedTo,C,6.1,0.5,5,
2018-04-04 11:06:23.419 +03:00,59297, ,spawnedTo,B,-5.3,0.5,-3.8,
2018-04-04 11:06:23.419 +03:00,59297, ,spawnedTo,D,-4.6,0.5,4.4,
2018-04-04 11:06:23.422 +03:00,59297, ,EndRound2,,,,,
2018-04-04 11:06:23.448 +03:00,59297,B BOT,Kick,B,-5.3,1.1,-3.8,C
2018-04-04 11:06:23.456 +03:00,55111,B BOT,EnterTP,B,-7.2,1.1,-1.7,
2018-04-04 11:06:23.468 +03:00,55111,A BOT,EnterTP,A,6.7,1.1,-2.6,
2018-04-04 11:06:23.519 +03:00,59297,C BOT,Activated,C,6.1,1.1,5,
2018-04-04 11:06:23.525 +03:00,59297,C BOT,Activated,C,6.1,1.1,5,
2018-04-04 11:06:23.533 +03:00,59297,B BOT,Activated,B,-5.3,1.1,-3.8,
2018-04-04 11:06:23.543 +03:00,59297,B BOT,Kick,B,-5.3,1.1,-3.8,C
2018-04-04 11:06:23.549 +03:00,59297,C BOT,Kick,C,6.1,1.1,5,B
2018-04-04 11:06:23.550 +03:00,59297,B BOT,Activated,B,-5.3,1.1,-3.8,
2018-04-04 11:06:23.550 +03:00,59297,B BOT,Kick,B,-5.3,1.1,-3.8,C
2018-04-04 11:06:23.550 +03:00,59297,C BOT,Activated,C,6.1,1.1,5,
2018-04-04 11:06:23.551 +03:00,59297,C BOT,Activated,C,6.1,1.1,5,
2018-04-04 11:06:23.551 +03:00,59297,C BOT,Deactivated,C,6.1,1.1,5,
2018-04-04 11:06:23.554 +03:00,59297,B BOT,Kick,B,-5.3,1.1,-3.8,C
2018-04-04 11:06:23.558 +03:00,59297,B BOT,Deactivated,B,-5.3,1.1,-3.8,
2018-04-04 11:06:23.562 +03:00,59297,C BOT,Activated,C,6.1,1.1,5,
2018-04-04 11:06:23.563 +03:00,59297,C BOT,Deactivated,C,6.1,1.1,5,
2018-04-04 11:06:23.565 +03:00,59297,C BOT,Kick,C,6.1,1.1,5,B
2018-04-04 11:06:23.570 +03:00,59297,B BOT,Activated,B,-5.3,1.1,-3.8,
2018-04-04 11:06:23.766 +03:00,55111,A BOT,TakeOff,A,6.5,1.1,-2.2,
2018-04-04 11:06:23.771 +03:00,55111,C,moved,C,0.5,-0.4,0.1,
2018-04-04 11:06:23.771 +03:00,55111,A BOT,exitTP,A,-15.3,0.6,-5,
